     1	         -529002575.32341200113296508789	
     2	         -528866699.78828132152557373047	
     3	         -528615298.50670933723449707031	
     4	         -528378940.42214745283126831055	
     5	         -528138684.60522532463073730469	
     6	         -527899611.95360434055328369141	
     7	         -527660359.43919306993484497070	
     8	         -527421292.63597244024276733398	
     9	         -527182313.41536033153533935547	
    10	         -526943448.03838026523590087891	
    11	         -526704689.39820677042007446289	
    12	         -526466039.33906722068786621094	
    13	         -526227497.30407142639160156250	
    14	         -525989063.38046449422836303711	
    15	         -525750737.48272919654846191406	
    16	         -525512519.57171982526779174805	
    17	         -525274409.59587967395782470703	
    18	         -525036407.50700938701629638672	
    19	         -524798513.25603669881820678711	
    20	         -524560726.79415190219879150391	
    21	         -524323048.07250249385833740234	
    22	         -524085477.04227554798126220703	
    23	         -523848013.65467542409896850586	
    24	         -523610657.86092990636825561523	
    25	         -523373409.61228841543197631836	
    26	         -523136268.86002248525619506836	
    27	         -522899235.55542582273483276367	
    28	         -522662309.64981400966644287109	
    29	         -522425491.09452480077743530273	
    30	         -522188779.84091824293136596680	
    31	         -521952175.84037625789642333984	
    32	         -521715679.04430264234542846680	
    33	         -521479289.40412372350692749023	
    34	         -521243006.87128734588623046875	
    35	         -521006831.39726364612579345703	
    36	         -520770762.93354457616806030273	
    37	         -520534801.43164432048797607422	
    38	         -520298946.84309905767440795898	
    39	         -520063199.11946666240692138672	
    40	         -519827558.21232688426971435547	
    41	         -519592024.07328182458877563477	
    42	         -519356596.65395522117614746094	
    43	         -519121275.90599286556243896484	
    44	         -518886061.78106218576431274414	
    45	         -518650954.23085272312164306641	
    46	         -518415953.20707595348358154297	
    47	         -518181058.66146510839462280273	
    48	         -517946270.54577529430389404297	
    49	         -517711588.81178337335586547852	
    50	         -517477013.41128844022750854492	
    51	         -517242544.29611110687255859375	
    52	         -517008181.41809374094009399414	
    53	         -516773924.72910070419311523438	
    54	         -516539774.18101829290390014648	
    55	         -516305729.72575414180755615234	
    56	         -516071791.31523835659027099609	
    57	         -515837958.90142220258712768555	
    58	         -515604232.43627899885177612305	
    59	         -515370611.87180393934249877930	
    60	         -515137097.16001385450363159180	
    61	         -514903688.25294697284698486328	
    62	         -514670385.10266369581222534180	
    63	         -514437187.66124635934829711914	
    64	         -514204095.88079816102981567383	
    65	         -513971109.71344488859176635742	
    66	         -513738229.11133348941802978516	
    67	         -513505454.02663266658782958984	
    68	         -513272784.41153287887573242188	
    69	         -513040220.21824645996093750000	
    70	         -512807761.39900690317153930664	
    71	         -512575407.90606975555419921875	
    72	         -512343159.69171214103698730469	
    73	         -512111016.70823258161544799805	
    74	         -511878978.90795129537582397461	
    75	         -511647046.24321061372756958008	
    76	         -511415218.66637337207794189453	
    77	         -511183496.12982505559921264648	
    78	         -510951878.58597213029861450195	
    79	         -510720365.98724275827407836914	
    80	         -510488958.28608691692352294922	
    81	         -510257655.43497562408447265625	
    82	         -510026457.38640183210372924805	
    83	         -509795364.09288007020950317383	
    84	         -509564375.50694596767425537109	
    85	         -509333491.58115690946578979492	
    86	         -509102712.26809203624725341797	
    87	         -508872037.52035140991210937500	
    88	         -508641467.29055696725845336914	
    89	         -508411001.53135216236114501953	
    90	         -508180640.19540154933929443359	
    91	         -507950383.23539137840270996094	
    92	         -507720230.60402929782867431641	
    93	         -507490182.25404459238052368164	
    94	         -507260238.13818752765655517578	
    95	         -507030398.20922994613647460938	
    96	         -506800662.41996538639068603516	
    97	         -506571030.72320836782455444336	
    98	         -506341503.07179504632949829102	
    99	         -506112079.41858279705047607422	
   100	         -505882759.71645051240921020508	
   101	         -505653543.91829830408096313477	
   102	         -505424431.97704750299453735352	
   103	         -505195423.84564119577407836914	
   104	         -504966519.47704333066940307617	
