#    L    TT             EE             BB             TE          
  2266   0.119578E+03   0.587174E+01   0.393290E-01  -0.676883E+01
  2267   0.119399E+03   0.585701E+01   0.392856E-01  -0.681730E+01
  2268   0.119219E+03   0.584183E+01   0.392422E-01  -0.686566E+01
  2269   0.119036E+03   0.582637E+01   0.391990E-01  -0.691363E+01
  2270   0.118859E+03   0.581062E+01   0.391559E-01  -0.696063E+01
  2271   0.118695E+03   0.579450E+01   0.391129E-01  -0.700667E+01
  2272   0.118529E+03   0.577808E+01   0.390701E-01  -0.705176E+01
  2273   0.118362E+03   0.576113E+01   0.390273E-01  -0.709592E+01
  2274   0.118207E+03   0.574396E+01   0.389847E-01  -0.713989E+01
  2275   0.118044E+03   0.572656E+01   0.389422E-01  -0.718294E+01
  2276   0.117901E+03   0.570877E+01   0.388998E-01  -0.722435E+01
  2277   0.117757E+03   0.569067E+01   0.388575E-01  -0.726560E+01
  2278   0.117603E+03   0.567233E+01   0.388153E-01  -0.730671E+01
  2279   0.117463E+03   0.565360E+01   0.387732E-01  -0.734621E+01
  2280   0.117322E+03   0.563469E+01   0.387313E-01  -0.738558E+01
  2281   0.117187E+03   0.561531E+01   0.386894E-01  -0.742334E+01
  2282   0.117051E+03   0.559583E+01   0.386477E-01  -0.746026E+01
  2283   0.116913E+03   0.557593E+01   0.386060E-01  -0.749634E+01
  2284   0.116789E+03   0.555593E+01   0.385645E-01  -0.753084E+01
  2285   0.116664E+03   0.553559E+01   0.385231E-01  -0.756526E+01
  2286   0.116522E+03   0.551490E+01   0.384818E-01  -0.759886E+01
  2287   0.116388E+03   0.549409E+01   0.384406E-01  -0.763091E+01
  2288   0.116282E+03   0.547293E+01   0.383994E-01  -0.766215E+01
  2289   0.116160E+03   0.545164E+01   0.383584E-01  -0.769259E+01
  2290   0.116045E+03   0.542999E+01   0.383175E-01  -0.772150E+01
  2291   0.115943E+03   0.540812E+01   0.382767E-01  -0.775036E+01
  2292   0.115856E+03   0.538611E+01   0.382360E-01  -0.777770E+01
  2293   0.115746E+03   0.536381E+01   0.381954E-01  -0.780426E+01
  2294   0.115642E+03   0.534135E+01   0.381549E-01  -0.782930E+01
  2295   0.115546E+03   0.531852E+01   0.381145E-01  -0.785357E+01
  2296   0.115434E+03   0.529574E+01   0.380742E-01  -0.787634E+01
  2297   0.115343E+03   0.527266E+01   0.380340E-01  -0.789909E+01
  2298   0.115252E+03   0.524948E+01   0.379939E-01  -0.792033E+01
  2299   0.115154E+03   0.522605E+01   0.379539E-01  -0.794007E+01
  2300   0.115070E+03   0.520237E+01   0.379140E-01  -0.795906E+01
  2301   0.114963E+03   0.517858E+01   0.378742E-01  -0.797730E+01
  2302   0.114871E+03   0.515475E+01   0.378344E-01  -0.799479E+01
  2303   0.114793E+03   0.513058E+01   0.377948E-01  -0.801005E+01
  2304   0.114701E+03   0.510636E+01   0.377552E-01  -0.802456E+01
  2305   0.114615E+03   0.508202E+01   0.377158E-01  -0.803833E+01
  2306   0.114530E+03   0.505748E+01   0.376764E-01  -0.805062E+01
  2307   0.114422E+03   0.503287E+01   0.376371E-01  -0.806292E+01
  2308   0.114345E+03   0.500812E+01   0.375979E-01  -0.807299E+01
  2309   0.114282E+03   0.498323E+01   0.375588E-01  -0.808232E+01
  2310   0.114204E+03   0.495834E+01   0.375198E-01  -0.809018E+01
  2311   0.114119E+03   0.493315E+01   0.374808E-01  -0.809730E+01
  2312   0.114041E+03   0.490803E+01   0.374419E-01  -0.810369E+01
  2313   0.113957E+03   0.488281E+01   0.374031E-01  -0.810860E+01
  2314   0.113880E+03   0.485751E+01   0.373644E-01  -0.811202E+01
  2315   0.113803E+03   0.483210E+01   0.373258E-01  -0.811471E+01
  2316   0.113720E+03   0.480667E+01   0.372872E-01  -0.811666E+01
  2317   0.113644E+03   0.478121E+01   0.372487E-01  -0.811713E+01
  2318   0.113569E+03   0.475563E+01   0.372103E-01  -0.811759E+01
  2319   0.113486E+03   0.473002E+01   0.371720E-01  -0.811657E+01
  2320   0.113412E+03   0.470443E+01   0.371337E-01  -0.811405E+01
  2321   0.113346E+03   0.467872E+01   0.370955E-01  -0.811004E+01
  2322   0.113265E+03   0.465310E+01   0.370573E-01  -0.810527E+01
  2323   0.113178E+03   0.462734E+01   0.370192E-01  -0.809974E+01
  2324   0.113107E+03   0.460175E+01   0.369812E-01  -0.809345E+01
  2325   0.113028E+03   0.457601E+01   0.369432E-01  -0.808564E+01
  2326   0.112951E+03   0.455035E+01   0.369053E-01  -0.807781E+01
  2327   0.112874E+03   0.452453E+01   0.368675E-01  -0.806772E+01
  2328   0.112813E+03   0.449893E+01   0.368297E-01  -0.805684E+01
  2329   0.112738E+03   0.447324E+01   0.367919E-01  -0.804517E+01
  2330   0.112657E+03   0.444761E+01   0.367542E-01  -0.803271E+01
  2331   0.112569E+03   0.442211E+01   0.367165E-01  -0.801871E+01
  2332   0.112490E+03   0.439658E+01   0.366789E-01  -0.800464E+01
  2333   0.112412E+03   0.437109E+01   0.366413E-01  -0.798902E+01
  2334   0.112312E+03   0.434550E+01   0.366038E-01  -0.797257E+01
  2335   0.112229E+03   0.432016E+01   0.365663E-01  -0.795531E+01
  2336   0.112147E+03   0.429478E+01   0.365289E-01  -0.793720E+01
  2337   0.112058E+03   0.426958E+01   0.364915E-01  -0.791678E+01
  2338   0.111971E+03   0.424447E+01   0.364541E-01  -0.789698E+01
  2339   0.111878E+03   0.421931E+01   0.364167E-01  -0.787559E+01
  2340   0.111786E+03   0.419431E+01   0.363794E-01  -0.785185E+01
  2341   0.111710E+03   0.416947E+01   0.363421E-01  -0.783095E+01
  2342   0.111614E+03   0.414464E+01   0.363048E-01  -0.780693E+01
  2343   0.111519E+03   0.411996E+01   0.362676E-01  -0.778203E+01
  2344   0.111425E+03   0.409535E+01   0.362304E-01  -0.775622E+01
  2345   0.111333E+03   0.407096E+01   0.361932E-01  -0.773025E+01
  2346   0.111242E+03   0.404671E+01   0.361560E-01  -0.770336E+01
  2347   0.111153E+03   0.402252E+01   0.361188E-01  -0.767480E+01
  2348   0.111051E+03   0.399854E+01   0.360817E-01  -0.764678E+01
  2349   0.110965E+03   0.397461E+01   0.360446E-01  -0.761707E+01
  2350   0.110851E+03   0.395088E+01   0.360075E-01  -0.758715E+01
  2351   0.110738E+03   0.392728E+01   0.359704E-01  -0.755551E+01
  2352   0.110635E+03   0.390387E+01   0.359333E-01  -0.752290E+01
  2353   0.110526E+03   0.388057E+01   0.358962E-01  -0.749078E+01
  2354   0.110427E+03   0.385753E+01   0.358592E-01  -0.745766E+01
  2355   0.110314E+03   0.383460E+01   0.358221E-01  -0.742427E+01
  2356   0.110203E+03   0.381192E+01   0.357851E-01  -0.738912E+01
  2357   0.110087E+03   0.378935E+01   0.357480E-01  -0.735369E+01
  2358   0.109972E+03   0.376687E+01   0.357110E-01  -0.731870E+01
  2359   0.109852E+03   0.374463E+01   0.356740E-01  -0.728191E+01
  2360   0.109733E+03   0.372271E+01   0.356370E-01  -0.724481E+01
  2361   0.109617E+03   0.370095E+01   0.356000E-01  -0.720737E+01
  2362   0.109495E+03   0.367934E+01   0.355630E-01  -0.716886E+01
  2363   0.109368E+03   0.365797E+01   0.355260E-01  -0.712998E+01
  2364   0.109242E+03   0.363676E+01   0.354890E-01  -0.709075E+01
  2365   0.109119E+03   0.361591E+01   0.354520E-01  -0.705113E+01
  2366   0.108983E+03   0.359514E+01   0.354150E-01  -0.701039E+01
  2367   0.108856E+03   0.357459E+01   0.353780E-01  -0.696924E+01
  2368   0.108724E+03   0.355425E+01   0.353411E-01  -0.692768E+01
  2369   0.108586E+03   0.353428E+01   0.353041E-01  -0.688644E+01
  2370   0.108443E+03   0.351437E+01   0.352671E-01  -0.684476E+01
  2371   0.108310E+03   0.349482E+01   0.352301E-01  -0.680115E+01
  2372   0.108171E+03   0.347540E+01   0.351931E-01  -0.675781E+01
  2373   0.108019E+03   0.345633E+01   0.351561E-01  -0.671475E+01
  2374   0.107877E+03   0.343746E+01   0.351191E-01  -0.667000E+01
  2375   0.107722E+03   0.341887E+01   0.350822E-01  -0.662587E+01
  2376   0.107576E+03   0.340048E+01   0.350452E-01  -0.658197E+01
  2377   0.107418E+03   0.338236E+01   0.350082E-01  -0.653680E+01
  2378   0.107269E+03   0.336451E+01   0.349712E-01  -0.649175E+01
  2379   0.107107E+03   0.334692E+01   0.349342E-01  -0.644638E+01
  2380   0.106955E+03   0.332952E+01   0.348972E-01  -0.640088E+01
  2381   0.106797E+03   0.331239E+01   0.348602E-01  -0.635488E+01
  2382   0.106634E+03   0.329559E+01   0.348231E-01  -0.630880E+01
  2383   0.106466E+03   0.327898E+01   0.347861E-01  -0.626220E+01
  2384   0.106300E+03   0.326271E+01   0.347491E-01  -0.621564E+01
  2385   0.106128E+03   0.324661E+01   0.347120E-01  -0.616889E+01
  2386   0.105958E+03   0.323085E+01   0.346750E-01  -0.612194E+01
  2387   0.105783E+03   0.321527E+01   0.346379E-01  -0.607478E+01
  2388   0.105602E+03   0.320016E+01   0.346009E-01  -0.602754E+01
  2389   0.105424E+03   0.318509E+01   0.345638E-01  -0.598013E+01
  2390   0.105247E+03   0.317042E+01   0.345267E-01  -0.593276E+01
  2391   0.105057E+03   0.315607E+01   0.344896E-01  -0.588521E+01
  2392   0.104870E+03   0.314190E+01   0.344525E-01  -0.583766E+01
  2393   0.104691E+03   0.312798E+01   0.344153E-01  -0.579005E+01
  2394   0.104493E+03   0.311439E+01   0.343782E-01  -0.574235E+01
  2395   0.104303E+03   0.310112E+01   0.343410E-01  -0.569478E+01
  2396   0.104108E+03   0.308809E+01   0.343038E-01  -0.564710E+01
  2397   0.103915E+03   0.307532E+01   0.342667E-01  -0.559953E+01
  2398   0.103709E+03   0.306287E+01   0.342294E-01  -0.555196E+01
  2399   0.103520E+03   0.305060E+01   0.341922E-01  -0.550447E+01
  2400   0.103317E+03   0.303872E+01   0.341549E-01  -0.545697E+01
  2401   0.103109E+03   0.302710E+01   0.341177E-01  -0.540959E+01
  2402   0.102910E+03   0.301572E+01   0.340804E-01  -0.536233E+01
  2403   0.102698E+03   0.300459E+01   0.340430E-01  -0.531509E+01
  2404   0.102488E+03   0.299386E+01   0.340057E-01  -0.526809E+01
  2405   0.102272E+03   0.298331E+01   0.339683E-01  -0.522123E+01
  2406   0.102065E+03   0.297308E+01   0.339309E-01  -0.517452E+01
  2407   0.101845E+03   0.296317E+01   0.338935E-01  -0.512794E+01
  2408   0.101627E+03   0.295351E+01   0.338561E-01  -0.508154E+01
  2409   0.101403E+03   0.294403E+01   0.338186E-01  -0.503548E+01
  2410   0.101188E+03   0.293495E+01   0.337811E-01  -0.498950E+01
  2411   0.100967E+03   0.292605E+01   0.337436E-01  -0.494391E+01
  2412   0.100733E+03   0.291747E+01   0.337060E-01  -0.489838E+01
  2413   0.100509E+03   0.290915E+01   0.336685E-01  -0.485329E+01
  2414   0.100278E+03   0.290109E+01   0.336308E-01  -0.480840E+01
  2415   0.100049E+03   0.289327E+01   0.335932E-01  -0.476384E+01
  2416   0.998210E+02   0.288579E+01   0.335556E-01  -0.471961E+01
  2417   0.995875E+02   0.287849E+01   0.335179E-01  -0.467555E+01
  2418   0.993555E+02   0.287146E+01   0.334801E-01  -0.463202E+01
  2419   0.991176E+02   0.286460E+01   0.334424E-01  -0.458879E+01
  2420   0.988811E+02   0.285816E+01   0.334046E-01  -0.454592E+01
  2421   0.986386E+02   0.285191E+01   0.333668E-01  -0.450340E+01
  2422   0.984051E+02   0.284592E+01   0.333290E-01  -0.446122E+01
  2423   0.981580E+02   0.284020E+01   0.332912E-01  -0.441953E+01
  2424   0.979123E+02   0.283467E+01   0.332533E-01  -0.437816E+01
  2425   0.976755E+02   0.282956E+01   0.332154E-01  -0.433726E+01
  2426   0.974250E+02   0.282457E+01   0.331775E-01  -0.429682E+01
  2427   0.971759E+02   0.281978E+01   0.331395E-01  -0.425675E+01
  2428   0.969355E+02   0.281534E+01   0.331016E-01  -0.421719E+01
  2429   0.966814E+02   0.281096E+01   0.330636E-01  -0.417814E+01
  2430   0.964360E+02   0.280700E+01   0.330256E-01  -0.413952E+01
  2431   0.961769E+02   0.280325E+01   0.329875E-01  -0.410139E+01
  2432   0.959339E+02   0.279964E+01   0.329495E-01  -0.406374E+01
  2433   0.956696E+02   0.279631E+01   0.329114E-01  -0.402665E+01
  2434   0.954213E+02   0.279313E+01   0.328734E-01  -0.399002E+01
  2435   0.951666E+02   0.279023E+01   0.328353E-01  -0.395394E+01
  2436   0.949130E+02   0.278755E+01   0.327972E-01  -0.391838E+01
  2437   0.946603E+02   0.278509E+01   0.327590E-01  -0.388342E+01
  2438   0.944011E+02   0.278278E+01   0.327209E-01  -0.384891E+01
  2439   0.941428E+02   0.278077E+01   0.326828E-01  -0.381506E+01
  2440   0.938928E+02   0.277892E+01   0.326446E-01  -0.378171E+01
  2441   0.936288E+02   0.277722E+01   0.326065E-01  -0.374902E+01
  2442   0.933730E+02   0.277583E+01   0.325683E-01  -0.371689E+01
  2443   0.931105E+02   0.277461E+01   0.325301E-01  -0.368525E+01
  2444   0.928487E+02   0.277355E+01   0.324919E-01  -0.365425E+01
  2445   0.925876E+02   0.277273E+01   0.324538E-01  -0.362395E+01
  2446   0.923271E+02   0.277201E+01   0.324156E-01  -0.359413E+01
  2447   0.920672E+02   0.277146E+01   0.323774E-01  -0.356492E+01
  2448   0.918004E+02   0.277108E+01   0.323392E-01  -0.353649E+01
  2449   0.915415E+02   0.277104E+01   0.323010E-01  -0.350858E+01
  2450   0.912756E+02   0.277110E+01   0.322628E-01  -0.348122E+01
  2451   0.910101E+02   0.277120E+01   0.322246E-01  -0.345460E+01
  2452   0.907376E+02   0.277157E+01   0.321865E-01  -0.342859E+01
  2453   0.904803E+02   0.277205E+01   0.321483E-01  -0.340317E+01
  2454   0.902158E+02   0.277272E+01   0.321101E-01  -0.337842E+01
  2455   0.899515E+02   0.277352E+01   0.320719E-01  -0.335434E+01
  2456   0.896875E+02   0.277451E+01   0.320338E-01  -0.333084E+01
  2457   0.894236E+02   0.277564E+01   0.319956E-01  -0.330807E+01
  2458   0.891524E+02   0.277682E+01   0.319575E-01  -0.328595E+01
  2459   0.888962E+02   0.277821E+01   0.319193E-01  -0.326456E+01
  2460   0.886326E+02   0.277966E+01   0.318812E-01  -0.324367E+01
  2461   0.883615E+02   0.278125E+01   0.318430E-01  -0.322350E+01
  2462   0.881052E+02   0.278307E+01   0.318049E-01  -0.320398E+01
  2463   0.878415E+02   0.278488E+01   0.317668E-01  -0.318503E+01
  2464   0.875776E+02   0.278676E+01   0.317287E-01  -0.316686E+01
  2465   0.873211E+02   0.278880E+01   0.316906E-01  -0.314927E+01
  2466   0.870569E+02   0.279107E+01   0.316525E-01  -0.313232E+01
  2467   0.867925E+02   0.279335E+01   0.316144E-01  -0.311600E+01
  2468   0.865278E+02   0.279565E+01   0.315764E-01  -0.310041E+01
  2469   0.862629E+02   0.279811E+01   0.315383E-01  -0.308545E+01
  2470   0.859976E+02   0.280067E+01   0.315002E-01  -0.307121E+01
  2471   0.857395E+02   0.280325E+01   0.314622E-01  -0.305754E+01
  2472   0.854809E+02   0.280593E+01   0.314242E-01  -0.304451E+01
  2473   0.852219E+02   0.280872E+01   0.313862E-01  -0.303205E+01
  2474   0.849625E+02   0.281162E+01   0.313482E-01  -0.302031E+01
  2475   0.847027E+02   0.281455E+01   0.313102E-01  -0.300922E+01
  2476   0.844497E+02   0.281753E+01   0.312722E-01  -0.299885E+01
  2477   0.841889E+02   0.282055E+01   0.312342E-01  -0.298907E+01
  2478   0.839349E+02   0.282362E+01   0.311962E-01  -0.297986E+01
  2479   0.836729E+02   0.282674E+01   0.311583E-01  -0.297139E+01
  2480   0.834252E+02   0.282991E+01   0.311204E-01  -0.296336E+01
  2481   0.831620E+02   0.283315E+01   0.310824E-01  -0.295614E+01
  2482   0.829130E+02   0.283637E+01   0.310445E-01  -0.294944E+01
  2483   0.826559E+02   0.283973E+01   0.310067E-01  -0.294341E+01
  2484   0.824033E+02   0.284301E+01   0.309688E-01  -0.293806E+01
  2485   0.821560E+02   0.284643E+01   0.309309E-01  -0.293318E+01
  2486   0.819087E+02   0.284978E+01   0.308931E-01  -0.292897E+01
  2487   0.816600E+02   0.285314E+01   0.308553E-01  -0.292546E+01
  2488   0.814156E+02   0.285650E+01   0.308175E-01  -0.292242E+01
  2489   0.811690E+02   0.285995E+01   0.307797E-01  -0.292001E+01
  2490   0.809253E+02   0.286334E+01   0.307419E-01  -0.291823E+01
  2491   0.806830E+02   0.286675E+01   0.307042E-01  -0.291694E+01
  2492   0.804399E+02   0.287010E+01   0.306664E-01  -0.291637E+01
  2493   0.802004E+02   0.287362E+01   0.306288E-01  -0.291623E+01
  2494   0.799622E+02   0.287695E+01   0.305911E-01  -0.291674E+01
  2495   0.797247E+02   0.288031E+01   0.305534E-01  -0.291777E+01
  2496   0.794884E+02   0.288371E+01   0.305158E-01  -0.291939E+01
  2497   0.792542E+02   0.288707E+01   0.304783E-01  -0.292154E+01
  2498   0.790206E+02   0.289031E+01   0.304407E-01  -0.292422E+01
  2499   0.787904E+02   0.289368E+01   0.304032E-01  -0.292752E+01
  2500   0.785600E+02   0.289687E+01   0.303657E-01  -0.293130E+01
  2501   0.783323E+02   0.290003E+01   0.303283E-01  -0.293555E+01
  2502   0.781051E+02   0.290324E+01   0.302908E-01  -0.294036E+01
  2503   0.778798E+02   0.290636E+01   0.302535E-01  -0.294560E+01
  2504   0.776564E+02   0.290947E+01   0.302161E-01  -0.295148E+01
  2505   0.774357E+02   0.291248E+01   0.301788E-01  -0.295772E+01
  2506   0.772153E+02   0.291556E+01   0.301416E-01  -0.296455E+01
  2507   0.769961E+02   0.291849E+01   0.301044E-01  -0.297175E+01
  2508   0.767801E+02   0.292141E+01   0.300672E-01  -0.297941E+01
  2509   0.765652E+02   0.292417E+01   0.300301E-01  -0.298767E+01
  2510   0.763521E+02   0.292694E+01   0.299931E-01  -0.299632E+01
  2511   0.761415E+02   0.292964E+01   0.299561E-01  -0.300516E+01
  2512   0.759312E+02   0.293219E+01   0.299191E-01  -0.301462E+01
  2513   0.757241E+02   0.293497E+01   0.298822E-01  -0.302449E+01
  2514   0.755179E+02   0.293732E+01   0.298454E-01  -0.303486E+01
  2515   0.753134E+02   0.293968E+01   0.298086E-01  -0.304552E+01
  2516   0.751113E+02   0.294198E+01   0.297718E-01  -0.305668E+01
  2517   0.749108E+02   0.294423E+01   0.297352E-01  -0.306807E+01
  2518   0.747119E+02   0.294642E+01   0.296986E-01  -0.307983E+01
  2519   0.745147E+02   0.294841E+01   0.296620E-01  -0.309198E+01
  2520   0.743198E+02   0.295034E+01   0.296255E-01  -0.310445E+01
  2521   0.741257E+02   0.295223E+01   0.295891E-01  -0.311725E+01
  2522   0.739346E+02   0.295400E+01   0.295527E-01  -0.313031E+01
  2523   0.737450E+02   0.295572E+01   0.295164E-01  -0.314379E+01
  2524   0.735563E+02   0.295725E+01   0.294801E-01  -0.315754E+01
  2525   0.733705E+02   0.295867E+01   0.294440E-01  -0.317151E+01
  2526   0.731869E+02   0.295997E+01   0.294078E-01  -0.318570E+01
  2527   0.730026E+02   0.296116E+01   0.293718E-01  -0.320034E+01
  2528   0.728220E+02   0.296232E+01   0.293358E-01  -0.321515E+01
  2529   0.726436E+02   0.296336E+01   0.292999E-01  -0.323020E+01
  2530   0.724673E+02   0.296430E+01   0.292640E-01  -0.324543E+01
  2531   0.722918E+02   0.296506E+01   0.292282E-01  -0.326086E+01
  2532   0.721184E+02   0.296579E+01   0.291925E-01  -0.327655E+01
  2533   0.719480E+02   0.296627E+01   0.291568E-01  -0.329246E+01
  2534   0.717782E+02   0.296672E+01   0.291212E-01  -0.330851E+01
  2535   0.716098E+02   0.296692E+01   0.290857E-01  -0.332486E+01
  2536   0.714429E+02   0.296709E+01   0.290502E-01  -0.334123E+01
  2537   0.712781E+02   0.296717E+01   0.290148E-01  -0.335776E+01
  2538   0.711155E+02   0.296708E+01   0.289794E-01  -0.337440E+01
  2539   0.709551E+02   0.296689E+01   0.289441E-01  -0.339124E+01
  2540   0.707954E+02   0.296646E+01   0.289089E-01  -0.340835E+01
  2541   0.706378E+02   0.296600E+01   0.288737E-01  -0.342529E+01
  2542   0.704810E+02   0.296538E+01   0.288386E-01  -0.344246E+01
  2543   0.703271E+02   0.296460E+01   0.288036E-01  -0.345971E+01
  2544   0.701747E+02   0.296365E+01   0.287686E-01  -0.347712E+01
  2545   0.700245E+02   0.296261E+01   0.287337E-01  -0.349456E+01
  2546   0.698758E+02   0.296140E+01   0.286988E-01  -0.351204E+01
  2547   0.697294E+02   0.296011E+01   0.286640E-01  -0.352949E+01
  2548   0.695837E+02   0.295865E+01   0.286292E-01  -0.354707E+01
  2549   0.694404E+02   0.295704E+01   0.285946E-01  -0.356464E+01
  2550   0.692993E+02   0.295518E+01   0.285599E-01  -0.358236E+01
  2551   0.691592E+02   0.295331E+01   0.285253E-01  -0.359987E+01
  2552   0.690213E+02   0.295129E+01   0.284908E-01  -0.361763E+01
  2553   0.688859E+02   0.294910E+01   0.284564E-01  -0.363527E+01
  2554   0.687505E+02   0.294676E+01   0.284220E-01  -0.365280E+01
  2555   0.686176E+02   0.294425E+01   0.283876E-01  -0.367039E+01
  2556   0.684864E+02   0.294166E+01   0.283533E-01  -0.368796E+01
  2557   0.683577E+02   0.293885E+01   0.283191E-01  -0.370546E+01
  2558   0.682299E+02   0.293594E+01   0.282850E-01  -0.372273E+01
  2559   0.681038E+02   0.293288E+01   0.282508E-01  -0.374003E+01
  2560   0.679803E+02   0.292974E+01   0.282168E-01  -0.375735E+01
  2561   0.678571E+02   0.292630E+01   0.281828E-01  -0.377463E+01
  2562   0.677372E+02   0.292284E+01   0.281489E-01  -0.379173E+01
  2563   0.676183E+02   0.291916E+01   0.281150E-01  -0.380873E+01
  2564   0.675006E+02   0.291539E+01   0.280812E-01  -0.382565E+01
  2565   0.673855E+02   0.291147E+01   0.280474E-01  -0.384250E+01
  2566   0.672709E+02   0.290754E+01   0.280138E-01  -0.385912E+01
  2567   0.671596E+02   0.290345E+01   0.279801E-01  -0.387568E+01
  2568   0.670488E+02   0.289905E+01   0.279466E-01  -0.389205E+01
  2569   0.669392E+02   0.289458E+01   0.279131E-01  -0.390837E+01
  2570   0.668323E+02   0.288994E+01   0.278796E-01  -0.392443E+01
  2571   0.667266E+02   0.288508E+01   0.278463E-01  -0.394038E+01
  2572   0.666223E+02   0.288013E+01   0.278130E-01  -0.395610E+01
  2573   0.665192E+02   0.287509E+01   0.277797E-01  -0.397158E+01
  2574   0.664182E+02   0.286997E+01   0.277466E-01  -0.398713E+01
  2575   0.663185E+02   0.286468E+01   0.277135E-01  -0.400238E+01
  2576   0.662209E+02   0.285924E+01   0.276805E-01  -0.401713E+01
  2577   0.661240E+02   0.285371E+01   0.276475E-01  -0.403188E+01
  2578   0.660276E+02   0.284801E+01   0.276146E-01  -0.404637E+01
  2579   0.659341E+02   0.284215E+01   0.275818E-01  -0.406065E+01
  2580   0.658413E+02   0.283620E+01   0.275491E-01  -0.407468E+01
  2581   0.657499E+02   0.283008E+01   0.275164E-01  -0.408838E+01
  2582   0.656592E+02   0.282386E+01   0.274838E-01  -0.410189E+01
  2583   0.655699E+02   0.281755E+01   0.274513E-01  -0.411517E+01
  2584   0.654821E+02   0.281107E+01   0.274188E-01  -0.412820E+01
  2585   0.653950E+02   0.280457E+01   0.273865E-01  -0.414085E+01
  2586   0.653102E+02   0.279782E+01   0.273542E-01  -0.415335E+01
  2587   0.652261E+02   0.279097E+01   0.273220E-01  -0.416539E+01
  2588   0.651428E+02   0.278409E+01   0.272898E-01  -0.417722E+01
  2589   0.650602E+02   0.277695E+01   0.272577E-01  -0.418876E+01
  2590   0.649792E+02   0.276979E+01   0.272257E-01  -0.420001E+01
  2591   0.648990E+02   0.276251E+01   0.271938E-01  -0.421091E+01
  2592   0.648196E+02   0.275505E+01   0.271620E-01  -0.422146E+01
  2593   0.647403E+02   0.274756E+01   0.271302E-01  -0.423158E+01
  2594   0.646626E+02   0.273995E+01   0.270985E-01  -0.424151E+01
  2595   0.645851E+02   0.273223E+01   0.270668E-01  -0.425102E+01
  2596   0.645092E+02   0.272438E+01   0.270353E-01  -0.426020E+01
  2597   0.644342E+02   0.271642E+01   0.270038E-01  -0.426905E+01
  2598   0.643593E+02   0.270834E+01   0.269723E-01  -0.427742E+01
  2599   0.642847E+02   0.270021E+01   0.269410E-01  -0.428546E+01
  2600   0.642118E+02   0.269187E+01   0.269097E-01  -0.429318E+01
