#    L    TT             EE             BB             TE          
   392   0.181191E+01   0.877812E-02   0.666791E-02   0.137662E-02
   393   0.179504E+01   0.879938E-02   0.667582E-02  -0.110390E-03
   394   0.177769E+01   0.882449E-02   0.668319E-02  -0.154126E-02
   395   0.175988E+01   0.885339E-02   0.668994E-02  -0.291238E-02
   396   0.174162E+01   0.888603E-02   0.669601E-02  -0.422010E-02
   397   0.172292E+01   0.892234E-02   0.670131E-02  -0.546082E-02
   398   0.170380E+01   0.896228E-02   0.670578E-02  -0.663089E-02
   399   0.168427E+01   0.900577E-02   0.670934E-02  -0.772671E-02
   400   0.166435E+01   0.905277E-02   0.671192E-02  -0.874463E-02
   401   0.164405E+01   0.910319E-02   0.671346E-02  -0.968192E-02
   402   0.162339E+01   0.915688E-02   0.671395E-02  -0.105394E-01
   403   0.160239E+01   0.921366E-02   0.671341E-02  -0.113186E-01
   404   0.158109E+01   0.927335E-02   0.671185E-02  -0.120213E-01
   405   0.155950E+01   0.933577E-02   0.670929E-02  -0.126491E-01
   406   0.153764E+01   0.940073E-02   0.670574E-02  -0.132037E-01
   407   0.151555E+01   0.946808E-02   0.670120E-02  -0.136867E-01
   408   0.149323E+01   0.953761E-02   0.669570E-02  -0.140998E-01
   409   0.147073E+01   0.960916E-02   0.668925E-02  -0.144447E-01
   410   0.144805E+01   0.968254E-02   0.668185E-02  -0.147229E-01
   411   0.142523E+01   0.975758E-02   0.667352E-02  -0.149363E-01
   412   0.140229E+01   0.983409E-02   0.666428E-02  -0.150863E-01
   413   0.137924E+01   0.991190E-02   0.665413E-02  -0.151748E-01
   414   0.135612E+01   0.999083E-02   0.664309E-02  -0.152033E-01
   415   0.133294E+01   0.100707E-01   0.663117E-02  -0.151734E-01
   416   0.130974E+01   0.101513E-01   0.661838E-02  -0.150870E-01
   417   0.128653E+01   0.102325E-01   0.660475E-02  -0.149455E-01
   418   0.126334E+01   0.103142E-01   0.659027E-02  -0.147507E-01
   419   0.124018E+01   0.103960E-01   0.657496E-02  -0.145042E-01
   420   0.121709E+01   0.104779E-01   0.655884E-02  -0.142078E-01
   421   0.119409E+01   0.105596E-01   0.654191E-02  -0.138629E-01
   422   0.117120E+01   0.106411E-01   0.652420E-02  -0.134714E-01
   423   0.114845E+01   0.107220E-01   0.650571E-02  -0.130349E-01
   424   0.112585E+01   0.108023E-01   0.648645E-02  -0.125549E-01
   425   0.110343E+01   0.108817E-01   0.646644E-02  -0.120332E-01
   426   0.108122E+01   0.109601E-01   0.644570E-02  -0.114715E-01
   427   0.105923E+01   0.110373E-01   0.642422E-02  -0.108714E-01
   428   0.103750E+01   0.111131E-01   0.640203E-02  -0.102345E-01
   429   0.101604E+01   0.111873E-01   0.637915E-02  -0.956249E-02
   430   0.994880E+00   0.112598E-01   0.635557E-02  -0.885707E-02
   431   0.974040E+00   0.113303E-01   0.633131E-02  -0.811988E-02
   432   0.953546E+00   0.113988E-01   0.630640E-02  -0.735257E-02
   433   0.933420E+00   0.114649E-01   0.628083E-02  -0.655680E-02
   434   0.913686E+00   0.115286E-01   0.625462E-02  -0.573423E-02
   435   0.894367E+00   0.115897E-01   0.622779E-02  -0.488652E-02
   436   0.875486E+00   0.116479E-01   0.620035E-02  -0.401532E-02
   437   0.857067E+00   0.117032E-01   0.617231E-02  -0.312229E-02
   438   0.839134E+00   0.117552E-01   0.614368E-02  -0.220909E-02
   439   0.821709E+00   0.118039E-01   0.611447E-02  -0.127738E-02
   440   0.804817E+00   0.118491E-01   0.608471E-02  -0.328814E-03
   441   0.788480E+00   0.118906E-01   0.605439E-02   0.634945E-03
   442   0.772723E+00   0.119281E-01   0.602354E-02   0.161224E-02
   443   0.757567E+00   0.119616E-01   0.599217E-02   0.260142E-02
   444   0.743038E+00   0.119909E-01   0.596028E-02   0.360082E-02
   445   0.729157E+00   0.120157E-01   0.592789E-02   0.460879E-02
   446   0.715950E+00   0.120359E-01   0.589502E-02   0.562366E-02
   447   0.703438E+00   0.120513E-01   0.586168E-02   0.664377E-02
   448   0.691646E+00   0.120617E-01   0.582788E-02   0.766748E-02
   449   0.680596E+00   0.120670E-01   0.579362E-02   0.869312E-02
   450   0.670313E+00   0.120669E-01   0.575894E-02   0.971904E-02
   451   0.660812E+00   0.120614E-01   0.572383E-02   0.107437E-01
   452   0.652081E+00   0.120506E-01   0.568833E-02   0.117661E-01
   453   0.644098E+00   0.120345E-01   0.565246E-02   0.127855E-01
   454   0.636844E+00   0.120133E-01   0.561625E-02   0.138010E-01
   455   0.630298E+00   0.119872E-01   0.557974E-02   0.148116E-01
   456   0.624439E+00   0.119562E-01   0.554294E-02   0.158167E-01
   457   0.619248E+00   0.119206E-01   0.550588E-02   0.168154E-01
   458   0.614703E+00   0.118805E-01   0.546860E-02   0.178067E-01
   459   0.610785E+00   0.118359E-01   0.543112E-02   0.187899E-01
   460   0.607473E+00   0.117871E-01   0.539347E-02   0.197641E-01
   461   0.604747E+00   0.117342E-01   0.535568E-02   0.207285E-01
   462   0.602586E+00   0.116773E-01   0.531777E-02   0.216822E-01
   463   0.600970E+00   0.116166E-01   0.527977E-02   0.226244E-01
   464   0.599878E+00   0.115522E-01   0.524171E-02   0.235543E-01
   465   0.599290E+00   0.114842E-01   0.520363E-02   0.244709E-01
   466   0.599186E+00   0.114127E-01   0.516553E-02   0.253735E-01
   467   0.599545E+00   0.113380E-01   0.512747E-02   0.262612E-01
   468   0.600347E+00   0.112602E-01   0.508945E-02   0.271332E-01
   469   0.601572E+00   0.111793E-01   0.505152E-02   0.279886E-01
   470   0.603198E+00   0.110956E-01   0.501369E-02   0.288265E-01
   471   0.605206E+00   0.110091E-01   0.497600E-02   0.296462E-01
   472   0.607576E+00   0.109201E-01   0.493848E-02   0.304468E-01
   473   0.610286E+00   0.108286E-01   0.490114E-02   0.312274E-01
   474   0.613316E+00   0.107348E-01   0.486403E-02   0.319872E-01
   475   0.616647E+00   0.106388E-01   0.482716E-02   0.327254E-01
   476   0.620257E+00   0.105408E-01   0.479057E-02   0.334410E-01
   477   0.624126E+00   0.104409E-01   0.475429E-02   0.341334E-01
   478   0.628235E+00   0.103392E-01   0.471833E-02   0.348015E-01
   479   0.632561E+00   0.102359E-01   0.468274E-02   0.354447E-01
   480   0.637086E+00   0.101312E-01   0.464753E-02   0.360619E-01
   481   0.641788E+00   0.100251E-01   0.461274E-02   0.366525E-01
   482   0.646648E+00   0.991777E-02   0.457839E-02   0.372155E-01
   483   0.651644E+00   0.980940E-02   0.454451E-02   0.377501E-01
   484   0.656757E+00   0.970011E-02   0.451113E-02   0.382554E-01
   485   0.661966E+00   0.959003E-02   0.447828E-02   0.387306E-01
   486   0.667250E+00   0.947931E-02   0.444598E-02   0.391750E-01
   487   0.672589E+00   0.936808E-02   0.441427E-02   0.395875E-01
   488   0.677964E+00   0.925648E-02   0.438317E-02   0.399674E-01
   489   0.683353E+00   0.914465E-02   0.435270E-02   0.403139E-01
   490   0.688735E+00   0.903273E-02   0.432290E-02   0.406260E-01
   491   0.694092E+00   0.892086E-02   0.429380E-02   0.409030E-01
   492   0.699401E+00   0.880918E-02   0.426542E-02   0.411440E-01
   493   0.704644E+00   0.869782E-02   0.423779E-02   0.413481E-01
   494   0.709798E+00   0.858693E-02   0.421094E-02   0.415145E-01
   495   0.714845E+00   0.847664E-02   0.418489E-02   0.416425E-01
   496   0.719763E+00   0.836709E-02   0.415968E-02   0.417310E-01
   497   0.724533E+00   0.825843E-02   0.413533E-02   0.417793E-01
   498   0.729133E+00   0.815078E-02   0.411188E-02   0.417865E-01
   499   0.733544E+00   0.804430E-02   0.408934E-02   0.417519E-01
   500   0.737745E+00   0.793911E-02   0.406774E-02   0.416745E-01
   501   0.741718E+00   0.783534E-02   0.404711E-02   0.415538E-01
   502   0.745463E+00   0.773304E-02   0.402743E-02   0.413910E-01
   503   0.748980E+00   0.763223E-02   0.400868E-02   0.411874E-01
   504   0.752269E+00   0.753295E-02   0.399083E-02   0.409444E-01
   505   0.755333E+00   0.743522E-02   0.397386E-02   0.406635E-01
   506   0.758172E+00   0.733908E-02   0.395775E-02   0.403461E-01
   507   0.760788E+00   0.724455E-02   0.394247E-02   0.399935E-01
   508   0.763181E+00   0.715166E-02   0.392800E-02   0.396073E-01
   509   0.765354E+00   0.706044E-02   0.391432E-02   0.391887E-01
   510   0.767306E+00   0.697093E-02   0.390140E-02   0.387393E-01
   511   0.769040E+00   0.688315E-02   0.388922E-02   0.382604E-01
   512   0.770555E+00   0.679713E-02   0.387775E-02   0.377534E-01
   513   0.771855E+00   0.671290E-02   0.386698E-02   0.372198E-01
   514   0.772939E+00   0.663049E-02   0.385688E-02   0.366610E-01
   515   0.773809E+00   0.654993E-02   0.384742E-02   0.360784E-01
   516   0.774466E+00   0.647124E-02   0.383858E-02   0.354734E-01
   517   0.774911E+00   0.639447E-02   0.383034E-02   0.348474E-01
   518   0.775145E+00   0.631963E-02   0.382268E-02   0.342018E-01
   519   0.775170E+00   0.624676E-02   0.381556E-02   0.335381E-01
   520   0.774986E+00   0.617588E-02   0.380898E-02   0.328576E-01
   521   0.774595E+00   0.610704E-02   0.380290E-02   0.321618E-01
   522   0.773998E+00   0.604024E-02   0.379730E-02   0.314521E-01
   523   0.773197E+00   0.597554E-02   0.379216E-02   0.307299E-01
   524   0.772191E+00   0.591294E-02   0.378745E-02   0.299966E-01
   525   0.770983E+00   0.585249E-02   0.378316E-02   0.292536E-01
   526   0.769574E+00   0.579421E-02   0.377925E-02   0.285024E-01
   527   0.767964E+00   0.573814E-02   0.377570E-02   0.277443E-01
   528   0.766155E+00   0.568430E-02   0.377250E-02   0.269808E-01
   529   0.764148E+00   0.563272E-02   0.376961E-02   0.262132E-01
   530   0.761945E+00   0.558343E-02   0.376701E-02   0.254430E-01
   531   0.759546E+00   0.553646E-02   0.376469E-02   0.246717E-01
   532   0.756952E+00   0.549184E-02   0.376261E-02   0.239006E-01
   533   0.754165E+00   0.544960E-02   0.376075E-02   0.231311E-01
   534   0.751186E+00   0.540977E-02   0.375909E-02   0.223646E-01
   535   0.748016E+00   0.537237E-02   0.375761E-02   0.216026E-01
   536   0.744656E+00   0.533745E-02   0.375629E-02   0.208465E-01
   537   0.741108E+00   0.530502E-02   0.375509E-02   0.200977E-01
   538   0.737372E+00   0.527512E-02   0.375399E-02   0.193575E-01
   539   0.733450E+00   0.524777E-02   0.375298E-02   0.186275E-01
   540   0.729342E+00   0.522301E-02   0.375203E-02   0.179090E-01
   541   0.725051E+00   0.520087E-02   0.375111E-02   0.172035E-01
   542   0.720576E+00   0.518136E-02   0.375021E-02   0.165123E-01
   543   0.715920E+00   0.516454E-02   0.374929E-02   0.158368E-01
   544   0.711084E+00   0.515041E-02   0.374833E-02   0.151786E-01
   545   0.706068E+00   0.513902E-02   0.374732E-02   0.145389E-01
   546   0.700874E+00   0.513039E-02   0.374623E-02   0.139193E-01
   547   0.695503E+00   0.512456E-02   0.374503E-02   0.133210E-01
   548   0.689956E+00   0.512154E-02   0.374370E-02   0.127456E-01
   549   0.684234E+00   0.512138E-02   0.374222E-02   0.121945E-01
   550   0.678338E+00   0.512409E-02   0.374056E-02   0.116690E-01
   551   0.672272E+00   0.512969E-02   0.373871E-02   0.111703E-01
   552   0.666041E+00   0.513809E-02   0.373666E-02   0.106983E-01
   553   0.659656E+00   0.514919E-02   0.373440E-02   0.102525E-01
   554   0.653124E+00   0.516287E-02   0.373194E-02   0.983264E-02
   555   0.646454E+00   0.517902E-02   0.372926E-02   0.943824E-02
   556   0.639655E+00   0.519754E-02   0.372638E-02   0.906892E-02
   557   0.632735E+00   0.521831E-02   0.372329E-02   0.872428E-02
   558   0.625704E+00   0.524124E-02   0.371999E-02   0.840391E-02
   559   0.618568E+00   0.526620E-02   0.371647E-02   0.810743E-02
   560   0.611339E+00   0.529310E-02   0.371273E-02   0.783442E-02
   561   0.604023E+00   0.532182E-02   0.370877E-02   0.758450E-02
   562   0.596630E+00   0.535225E-02   0.370460E-02   0.735726E-02
   563   0.589167E+00   0.538429E-02   0.370020E-02   0.715231E-02
   564   0.581645E+00   0.541782E-02   0.369557E-02   0.696924E-02
   565   0.574071E+00   0.545274E-02   0.369072E-02   0.680765E-02
   566   0.566455E+00   0.548894E-02   0.368563E-02   0.666714E-02
   567   0.558804E+00   0.552631E-02   0.368032E-02   0.654732E-02
   568   0.551127E+00   0.556475E-02   0.367477E-02   0.644779E-02
   569   0.543433E+00   0.560413E-02   0.366899E-02   0.636814E-02
   570   0.535731E+00   0.564436E-02   0.366297E-02   0.630798E-02
   571   0.528029E+00   0.568533E-02   0.365671E-02   0.626691E-02
   572   0.520336E+00   0.572692E-02   0.365021E-02   0.624453E-02
   573   0.512661E+00   0.576904E-02   0.364347E-02   0.624043E-02
   574   0.505012E+00   0.581156E-02   0.363649E-02   0.625423E-02
   575   0.497397E+00   0.585438E-02   0.362925E-02   0.628551E-02
   576   0.489826E+00   0.589739E-02   0.362177E-02   0.633389E-02
   577   0.482307E+00   0.594049E-02   0.361403E-02   0.639895E-02
   578   0.474849E+00   0.598356E-02   0.360605E-02   0.648031E-02
   579   0.467460E+00   0.602650E-02   0.359781E-02   0.657756E-02
   580   0.460149E+00   0.606920E-02   0.358931E-02   0.669031E-02
   581   0.452924E+00   0.611155E-02   0.358055E-02   0.681815E-02
   582   0.445795E+00   0.615343E-02   0.357153E-02   0.696068E-02
   583   0.438770E+00   0.619475E-02   0.356225E-02   0.711750E-02
   584   0.431857E+00   0.623539E-02   0.355271E-02   0.728823E-02
   585   0.425065E+00   0.627524E-02   0.354290E-02   0.747245E-02
   586   0.418403E+00   0.631420E-02   0.353282E-02   0.766976E-02
   587   0.411880E+00   0.635216E-02   0.352246E-02   0.787978E-02
   588   0.405503E+00   0.638900E-02   0.351184E-02   0.810209E-02
   589   0.399282E+00   0.642462E-02   0.350094E-02   0.833630E-02
   590   0.393225E+00   0.645892E-02   0.348977E-02   0.858201E-02
   591   0.387342E+00   0.649177E-02   0.347831E-02   0.883882E-02
   592   0.381640E+00   0.652308E-02   0.346658E-02   0.910633E-02
   593   0.376128E+00   0.655273E-02   0.345456E-02   0.938414E-02
   594   0.370814E+00   0.658062E-02   0.344226E-02   0.967185E-02
   595   0.365709E+00   0.660664E-02   0.342967E-02   0.996907E-02
   596   0.360819E+00   0.663067E-02   0.341680E-02   0.102754E-01
   597   0.356154E+00   0.665262E-02   0.340363E-02   0.105904E-01
   598   0.351723E+00   0.667236E-02   0.339017E-02   0.109137E-01
   599   0.347533E+00   0.668980E-02   0.337642E-02   0.112450E-01
   600   0.343594E+00   0.670482E-02   0.336237E-02   0.115837E-01
   601   0.339912E+00   0.671734E-02   0.334802E-02   0.119295E-01
   602   0.336483E+00   0.672739E-02   0.333339E-02   0.122819E-01
   603   0.333300E+00   0.673500E-02   0.331849E-02   0.126403E-01
   604   0.330358E+00   0.674023E-02   0.330333E-02   0.130041E-01
   605   0.327651E+00   0.674312E-02   0.328793E-02   0.133729E-01
   606   0.325171E+00   0.674373E-02   0.327229E-02   0.137461E-01
   607   0.322913E+00   0.674209E-02   0.325644E-02   0.141230E-01
   608   0.320871E+00   0.673826E-02   0.324038E-02   0.145033E-01
   609   0.319037E+00   0.673228E-02   0.322413E-02   0.148863E-01
   610   0.317407E+00   0.672420E-02   0.320770E-02   0.152714E-01
   611   0.315974E+00   0.671406E-02   0.319111E-02   0.156583E-01
   612   0.314731E+00   0.670192E-02   0.317437E-02   0.160462E-01
   613   0.313672E+00   0.668782E-02   0.315749E-02   0.164346E-01
   614   0.312791E+00   0.667181E-02   0.314049E-02   0.168231E-01
   615   0.312082E+00   0.665393E-02   0.312338E-02   0.172110E-01
   616   0.311538E+00   0.663424E-02   0.310617E-02   0.175978E-01
   617   0.311153E+00   0.661277E-02   0.308888E-02   0.179830E-01
   618   0.310922E+00   0.658958E-02   0.307152E-02   0.183660E-01
   619   0.310837E+00   0.656471E-02   0.305410E-02   0.187462E-01
   620   0.310892E+00   0.653822E-02   0.303663E-02   0.191232E-01
   621   0.311082E+00   0.651014E-02   0.301914E-02   0.194963E-01
   622   0.311400E+00   0.648053E-02   0.300163E-02   0.198651E-01
   623   0.311839E+00   0.644943E-02   0.298412E-02   0.202290E-01
   624   0.312394E+00   0.641689E-02   0.296662E-02   0.205873E-01
   625   0.313057E+00   0.638296E-02   0.294914E-02   0.209397E-01
   626   0.313824E+00   0.634768E-02   0.293170E-02   0.212855E-01
   627   0.314688E+00   0.631110E-02   0.291432E-02   0.216242E-01
   628   0.315642E+00   0.627327E-02   0.289699E-02   0.219553E-01
   629   0.316680E+00   0.623423E-02   0.287974E-02   0.222782E-01
   630   0.317796E+00   0.619404E-02   0.286259E-02   0.225923E-01
   631   0.318983E+00   0.615273E-02   0.284554E-02   0.228971E-01
   632   0.320236E+00   0.611037E-02   0.282860E-02   0.231921E-01
   633   0.321549E+00   0.606698E-02   0.281180E-02   0.234767E-01
   634   0.322914E+00   0.602263E-02   0.279515E-02   0.237503E-01
   635   0.324325E+00   0.597735E-02   0.277865E-02   0.240125E-01
   636   0.325777E+00   0.593121E-02   0.276232E-02   0.242627E-01
   637   0.327264E+00   0.588423E-02   0.274618E-02   0.245003E-01
   638   0.328778E+00   0.583647E-02   0.273023E-02   0.247247E-01
   639   0.330313E+00   0.578798E-02   0.271450E-02   0.249355E-01
   640   0.331864E+00   0.573880E-02   0.269900E-02   0.251321E-01
   641   0.333425E+00   0.568898E-02   0.268373E-02   0.253140E-01
   642   0.334988E+00   0.563858E-02   0.266871E-02   0.254805E-01
   643   0.336547E+00   0.558762E-02   0.265396E-02   0.256312E-01
   644   0.338097E+00   0.553617E-02   0.263949E-02   0.257654E-01
   645   0.339631E+00   0.548427E-02   0.262531E-02   0.258828E-01
   646   0.341143E+00   0.543196E-02   0.261144E-02   0.259826E-01
   647   0.342627E+00   0.537930E-02   0.259789E-02   0.260644E-01
   648   0.344076E+00   0.532633E-02   0.258467E-02   0.261276E-01
   649   0.345484E+00   0.527310E-02   0.257180E-02   0.261717E-01
   650   0.346845E+00   0.521965E-02   0.255928E-02   0.261961E-01
   651   0.348153E+00   0.516604E-02   0.254714E-02   0.262005E-01
   652   0.349407E+00   0.511230E-02   0.253536E-02   0.261852E-01
   653   0.350607E+00   0.505847E-02   0.252394E-02   0.261508E-01
   654   0.351751E+00   0.500459E-02   0.251287E-02   0.260980E-01
   655   0.352839E+00   0.495072E-02   0.250215E-02   0.260272E-01
   656   0.353871E+00   0.489688E-02   0.249176E-02   0.259390E-01
   657   0.354845E+00   0.484311E-02   0.248171E-02   0.258341E-01
   658   0.355762E+00   0.478947E-02   0.247197E-02   0.257130E-01
   659   0.356620E+00   0.473598E-02   0.246256E-02   0.255762E-01
   660   0.357419E+00   0.468269E-02   0.245345E-02   0.254244E-01
   661   0.358158E+00   0.462965E-02   0.244464E-02   0.252581E-01
   662   0.358836E+00   0.457688E-02   0.243613E-02   0.250779E-01
   663   0.359454E+00   0.452444E-02   0.242790E-02   0.248844E-01
   664   0.360009E+00   0.447236E-02   0.241996E-02   0.246781E-01
   665   0.360502E+00   0.442068E-02   0.241228E-02   0.244596E-01
   666   0.360933E+00   0.436945E-02   0.240488E-02   0.242295E-01
   667   0.361299E+00   0.431871E-02   0.239773E-02   0.239884E-01
   668   0.361602E+00   0.426849E-02   0.239083E-02   0.237368E-01
   669   0.361839E+00   0.421884E-02   0.238418E-02   0.234753E-01
   670   0.362011E+00   0.416979E-02   0.237777E-02   0.232045E-01
   671   0.362116E+00   0.412140E-02   0.237158E-02   0.229249E-01
   672   0.362155E+00   0.407369E-02   0.236562E-02   0.226372E-01
   673   0.362126E+00   0.402672E-02   0.235987E-02   0.223419E-01
   674   0.362029E+00   0.398052E-02   0.235434E-02   0.220396E-01
   675   0.361863E+00   0.393513E-02   0.234900E-02   0.217308E-01
   676   0.361628E+00   0.389059E-02   0.234386E-02   0.214162E-01
   677   0.361323E+00   0.384694E-02   0.233890E-02   0.210963E-01
   678   0.360947E+00   0.380423E-02   0.233413E-02   0.207716E-01
   679   0.360499E+00   0.376250E-02   0.232953E-02   0.204428E-01
   680   0.359980E+00   0.372178E-02   0.232509E-02   0.201105E-01
   681   0.359388E+00   0.368212E-02   0.232081E-02   0.197751E-01
   682   0.358723E+00   0.364356E-02   0.231669E-02   0.194373E-01
   683   0.357984E+00   0.360613E-02   0.231270E-02   0.190977E-01
   684   0.357170E+00   0.356989E-02   0.230886E-02   0.187568E-01
   685   0.356281E+00   0.353486E-02   0.230514E-02   0.184152E-01
   686   0.355317E+00   0.350110E-02   0.230155E-02   0.180734E-01
   687   0.354276E+00   0.346864E-02   0.229807E-02   0.177321E-01
   688   0.353157E+00   0.343752E-02   0.229470E-02   0.173919E-01
   689   0.351961E+00   0.340778E-02   0.229144E-02   0.170532E-01
   690   0.350687E+00   0.337947E-02   0.228826E-02   0.167167E-01
   691   0.349334E+00   0.335263E-02   0.228518E-02   0.163829E-01
   692   0.347901E+00   0.332729E-02   0.228217E-02   0.160525E-01
   693   0.346387E+00   0.330349E-02   0.227924E-02   0.157259E-01
   694   0.344793E+00   0.328129E-02   0.227637E-02   0.154038E-01
   695   0.343117E+00   0.326071E-02   0.227356E-02   0.150868E-01
   696   0.341359E+00   0.324181E-02   0.227080E-02   0.147753E-01
   697   0.339518E+00   0.322461E-02   0.226808E-02   0.144701E-01
   698   0.337593E+00   0.320917E-02   0.226541E-02   0.141716E-01
   699   0.335584E+00   0.319551E-02   0.226276E-02   0.138805E-01
   700   0.333491E+00   0.318369E-02   0.226013E-02   0.135973E-01
   701   0.331313E+00   0.317373E-02   0.225752E-02   0.133224E-01
   702   0.329053E+00   0.316558E-02   0.225492E-02   0.130560E-01
   703   0.326715E+00   0.315920E-02   0.225233E-02   0.127980E-01
   704   0.324302E+00   0.315451E-02   0.224975E-02   0.125484E-01
   705   0.321818E+00   0.315148E-02   0.224717E-02   0.123072E-01
   706   0.319267E+00   0.315004E-02   0.224458E-02   0.120742E-01
   707   0.316653E+00   0.315013E-02   0.224199E-02   0.118496E-01
   708   0.313978E+00   0.315170E-02   0.223938E-02   0.116331E-01
   709   0.311248E+00   0.315469E-02   0.223677E-02   0.114249E-01
   710   0.308464E+00   0.315905E-02   0.223414E-02   0.112248E-01
   711   0.305631E+00   0.316471E-02   0.223148E-02   0.110329E-01
   712   0.302753E+00   0.317163E-02   0.222880E-02   0.108490E-01
   713   0.299833E+00   0.317974E-02   0.222610E-02   0.106732E-01
   714   0.296875E+00   0.318900E-02   0.222336E-02   0.105054E-01
   715   0.293883E+00   0.319933E-02   0.222059E-02   0.103457E-01
   716   0.290859E+00   0.321069E-02   0.221778E-02   0.101938E-01
   717   0.287808E+00   0.322303E-02   0.221493E-02   0.100499E-01
   718   0.284734E+00   0.323627E-02   0.221203E-02   0.991386E-02
   719   0.281639E+00   0.325037E-02   0.220908E-02   0.978566E-02
   720   0.278528E+00   0.326528E-02   0.220608E-02   0.966527E-02
   721   0.275405E+00   0.328092E-02   0.220302E-02   0.955265E-02
   722   0.272272E+00   0.329726E-02   0.219990E-02   0.944776E-02
   723   0.269134E+00   0.331422E-02   0.219672E-02   0.935058E-02
   724   0.265994E+00   0.333176E-02   0.219347E-02   0.926106E-02
   725   0.262856E+00   0.334982E-02   0.219015E-02   0.917917E-02
   726   0.259723E+00   0.336834E-02   0.218675E-02   0.910488E-02
   727   0.256599E+00   0.338726E-02   0.218328E-02   0.903814E-02
   728   0.253488E+00   0.340653E-02   0.217972E-02   0.897892E-02
   729   0.250393E+00   0.342610E-02   0.217608E-02   0.892719E-02
   730   0.247318E+00   0.344590E-02   0.217235E-02   0.888292E-02
   731   0.244267E+00   0.346588E-02   0.216853E-02   0.884605E-02
   732   0.241243E+00   0.348598E-02   0.216461E-02   0.881656E-02
   733   0.238250E+00   0.350615E-02   0.216059E-02   0.879442E-02
   734   0.235292E+00   0.352633E-02   0.215646E-02   0.877959E-02
   735   0.232371E+00   0.354646E-02   0.215223E-02   0.877202E-02
   736   0.229493E+00   0.356649E-02   0.214789E-02   0.877170E-02
   737   0.226659E+00   0.358636E-02   0.214344E-02   0.877857E-02
   738   0.223875E+00   0.360601E-02   0.213886E-02   0.879261E-02
   739   0.221144E+00   0.362539E-02   0.213417E-02   0.881378E-02
   740   0.218469E+00   0.364445E-02   0.212935E-02   0.884204E-02
   741   0.215853E+00   0.366311E-02   0.212440E-02   0.887736E-02
   742   0.213302E+00   0.368133E-02   0.211931E-02   0.891970E-02
   743   0.210817E+00   0.369906E-02   0.211410E-02   0.896902E-02
   744   0.208404E+00   0.371623E-02   0.210874E-02   0.902530E-02
   745   0.206064E+00   0.373279E-02   0.210324E-02   0.908849E-02
   746   0.203803E+00   0.374868E-02   0.209759E-02   0.915856E-02
   747   0.201624E+00   0.376385E-02   0.209179E-02   0.923547E-02
   748   0.199530E+00   0.377823E-02   0.208584E-02   0.931920E-02
   749   0.197525E+00   0.379178E-02   0.207973E-02   0.940969E-02
   750   0.195613E+00   0.380443E-02   0.207346E-02   0.950692E-02
   751   0.193796E+00   0.381615E-02   0.206702E-02   0.961080E-02
   752   0.192074E+00   0.382692E-02   0.206043E-02   0.972106E-02
   753   0.190443E+00   0.383676E-02   0.205369E-02   0.983739E-02
   754   0.188903E+00   0.384567E-02   0.204679E-02   0.995947E-02
   755   0.187451E+00   0.385366E-02   0.203976E-02   0.100870E-01
   756   0.186085E+00   0.386075E-02   0.203259E-02   0.102196E-01
   757   0.184803E+00   0.386693E-02   0.202529E-02   0.103570E-01
   758   0.183604E+00   0.387222E-02   0.201787E-02   0.104989E-01
   759   0.182484E+00   0.387663E-02   0.201033E-02   0.106449E-01
   760   0.181442E+00   0.388016E-02   0.200268E-02   0.107948E-01
   761   0.180477E+00   0.388282E-02   0.199492E-02   0.109481E-01
   762   0.179585E+00   0.388462E-02   0.198706E-02   0.111047E-01
   763   0.178765E+00   0.388557E-02   0.197912E-02   0.112642E-01
   764   0.178015E+00   0.388567E-02   0.197108E-02   0.114262E-01
   765   0.177333E+00   0.388494E-02   0.196296E-02   0.115905E-01
   766   0.176716E+00   0.388338E-02   0.195477E-02   0.117567E-01
   767   0.176164E+00   0.388100E-02   0.194650E-02   0.119245E-01
   768   0.175673E+00   0.387781E-02   0.193817E-02   0.120936E-01
   769   0.175242E+00   0.387381E-02   0.192979E-02   0.122637E-01
   770   0.174869E+00   0.386902E-02   0.192135E-02   0.124344E-01
   771   0.174551E+00   0.386345E-02   0.191287E-02   0.126054E-01
   772   0.174287E+00   0.385709E-02   0.190435E-02   0.127765E-01
   773   0.174074E+00   0.384997E-02   0.189579E-02   0.129473E-01
   774   0.173911E+00   0.384208E-02   0.188720E-02   0.131174E-01
   775   0.173796E+00   0.383344E-02   0.187860E-02   0.132867E-01
   776   0.173726E+00   0.382405E-02   0.186997E-02   0.134546E-01
   777   0.173700E+00   0.381392E-02   0.186134E-02   0.136210E-01
   778   0.173715E+00   0.380307E-02   0.185270E-02   0.137855E-01
   779   0.173769E+00   0.379149E-02   0.184407E-02   0.139478E-01
   780   0.173861E+00   0.377920E-02   0.183544E-02   0.141075E-01
   781   0.173988E+00   0.376621E-02   0.182682E-02   0.142645E-01
   782   0.174148E+00   0.375251E-02   0.181823E-02   0.144182E-01
   783   0.174340E+00   0.373813E-02   0.180966E-02   0.145685E-01
   784   0.174561E+00   0.372307E-02   0.180112E-02   0.147149E-01
   785   0.174809E+00   0.370734E-02   0.179262E-02   0.148573E-01
   786   0.175082E+00   0.369094E-02   0.178416E-02   0.149952E-01
   787   0.175379E+00   0.367388E-02   0.177575E-02   0.151283E-01
   788   0.175697E+00   0.365618E-02   0.176740E-02   0.152564E-01
   789   0.176033E+00   0.363784E-02   0.175911E-02   0.153790E-01
