#    L    TT             EE             BB             TE          
   675   0.248592E+04   0.380596E+02   0.234905E-02  -0.166032E+03
   676   0.249861E+04   0.381405E+02   0.234391E-02  -0.168162E+03
   677   0.251149E+04   0.382154E+02   0.233895E-02  -0.170274E+03
   678   0.252455E+04   0.382840E+02   0.233418E-02  -0.172367E+03
   679   0.253780E+04   0.383464E+02   0.232958E-02  -0.174440E+03
   680   0.255122E+04   0.384025E+02   0.232514E-02  -0.176492E+03
   681   0.256481E+04   0.384522E+02   0.232086E-02  -0.178522E+03
   682   0.257855E+04   0.384957E+02   0.231674E-02  -0.180528E+03
   683   0.259245E+04   0.385326E+02   0.231275E-02  -0.182511E+03
   684   0.260650E+04   0.385632E+02   0.230891E-02  -0.184470E+03
   685   0.262068E+04   0.385874E+02   0.230519E-02  -0.186403E+03
   686   0.263500E+04   0.386053E+02   0.230160E-02  -0.188309E+03
   687   0.264944E+04   0.386169E+02   0.229812E-02  -0.190188E+03
   688   0.266401E+04   0.386222E+02   0.229476E-02  -0.192040E+03
   689   0.267869E+04   0.386212E+02   0.229149E-02  -0.193863E+03
   690   0.269348E+04   0.386140E+02   0.228832E-02  -0.195656E+03
   691   0.270837E+04   0.386005E+02   0.228523E-02  -0.197418E+03
   692   0.272335E+04   0.385807E+02   0.228222E-02  -0.199149E+03
   693   0.273841E+04   0.385548E+02   0.227929E-02  -0.200848E+03
   694   0.275356E+04   0.385226E+02   0.227642E-02  -0.202514E+03
   695   0.276877E+04   0.384842E+02   0.227361E-02  -0.204146E+03
   696   0.278404E+04   0.384395E+02   0.227085E-02  -0.205743E+03
   697   0.279937E+04   0.383887E+02   0.226814E-02  -0.207304E+03
   698   0.281475E+04   0.383317E+02   0.226546E-02  -0.208828E+03
   699   0.283016E+04   0.382684E+02   0.226281E-02  -0.210315E+03
   700   0.284561E+04   0.381991E+02   0.226019E-02  -0.211763E+03
   701   0.286107E+04   0.381237E+02   0.225758E-02  -0.213173E+03
   702   0.287655E+04   0.380422E+02   0.225498E-02  -0.214543E+03
   703   0.289205E+04   0.379548E+02   0.225239E-02  -0.215874E+03
   704   0.290755E+04   0.378613E+02   0.224981E-02  -0.217164E+03
   705   0.292305E+04   0.377620E+02   0.224722E-02  -0.218413E+03
   706   0.293856E+04   0.376568E+02   0.224464E-02  -0.219621E+03
   707   0.295406E+04   0.375458E+02   0.224204E-02  -0.220788E+03
   708   0.296954E+04   0.374290E+02   0.223944E-02  -0.221913E+03
   709   0.298501E+04   0.373066E+02   0.223683E-02  -0.222995E+03
   710   0.300045E+04   0.371786E+02   0.223419E-02  -0.224036E+03
   711   0.301586E+04   0.370450E+02   0.223154E-02  -0.225033E+03
   712   0.303124E+04   0.369059E+02   0.222886E-02  -0.225987E+03
   713   0.304658E+04   0.367613E+02   0.222616E-02  -0.226897E+03
   714   0.306187E+04   0.366113E+02   0.222342E-02  -0.227763E+03
   715   0.307712E+04   0.364560E+02   0.222065E-02  -0.228585E+03
   716   0.309230E+04   0.362953E+02   0.221784E-02  -0.229362E+03
   717   0.310742E+04   0.361294E+02   0.221498E-02  -0.230094E+03
   718   0.312247E+04   0.359583E+02   0.221208E-02  -0.230781E+03
   719   0.313744E+04   0.357821E+02   0.220914E-02  -0.231421E+03
   720   0.315233E+04   0.356008E+02   0.220614E-02  -0.232017E+03
   721   0.316714E+04   0.354147E+02   0.220308E-02  -0.232566E+03
   722   0.318185E+04   0.352238E+02   0.219996E-02  -0.233069E+03
   723   0.319647E+04   0.350283E+02   0.219678E-02  -0.233526E+03
   724   0.321099E+04   0.348282E+02   0.219353E-02  -0.233937E+03
   725   0.322540E+04   0.346237E+02   0.219021E-02  -0.234301E+03
   726   0.323970E+04   0.344148E+02   0.218681E-02  -0.234620E+03
   727   0.325388E+04   0.342016E+02   0.218334E-02  -0.234891E+03
   728   0.326794E+04   0.339843E+02   0.217978E-02  -0.235116E+03
   729   0.328186E+04   0.337629E+02   0.217614E-02  -0.235293E+03
   730   0.329565E+04   0.335374E+02   0.217241E-02  -0.235423E+03
   731   0.330930E+04   0.333080E+02   0.216858E-02  -0.235507E+03
   732   0.332279E+04   0.330748E+02   0.216466E-02  -0.235542E+03
   733   0.333613E+04   0.328379E+02   0.216064E-02  -0.235531E+03
   734   0.334931E+04   0.325973E+02   0.215652E-02  -0.235470E+03
   735   0.336231E+04   0.323533E+02   0.215229E-02  -0.235364E+03
   736   0.337515E+04   0.321060E+02   0.214795E-02  -0.235209E+03
   737   0.338779E+04   0.318553E+02   0.214349E-02  -0.235006E+03
   738   0.340025E+04   0.316015E+02   0.213892E-02  -0.234756E+03
   739   0.341252E+04   0.313446E+02   0.213422E-02  -0.234457E+03
   740   0.342458E+04   0.310848E+02   0.212940E-02  -0.234110E+03
   741   0.343642E+04   0.308223E+02   0.212445E-02  -0.233717E+03
   742   0.344805E+04   0.305571E+02   0.211937E-02  -0.233276E+03
   743   0.345947E+04   0.302894E+02   0.211415E-02  -0.232787E+03
   744   0.347065E+04   0.300193E+02   0.210879E-02  -0.232250E+03
   745   0.348159E+04   0.297469E+02   0.210329E-02  -0.231666E+03
   746   0.349228E+04   0.294724E+02   0.209764E-02  -0.231036E+03
   747   0.350273E+04   0.291959E+02   0.209184E-02  -0.230358E+03
   748   0.351291E+04   0.289175E+02   0.208589E-02  -0.229633E+03
   749   0.352284E+04   0.286372E+02   0.207978E-02  -0.228862E+03
   750   0.353250E+04   0.283554E+02   0.207351E-02  -0.228044E+03
   751   0.354187E+04   0.280719E+02   0.206707E-02  -0.227180E+03
   752   0.355097E+04   0.277871E+02   0.206048E-02  -0.226269E+03
   753   0.355978E+04   0.275009E+02   0.205373E-02  -0.225314E+03
   754   0.356832E+04   0.272135E+02   0.204684E-02  -0.224313E+03
   755   0.357657E+04   0.269252E+02   0.203980E-02  -0.223267E+03
   756   0.358453E+04   0.266359E+02   0.203263E-02  -0.222177E+03
   757   0.359222E+04   0.263460E+02   0.202533E-02  -0.221043E+03
   758   0.359962E+04   0.260554E+02   0.201791E-02  -0.219867E+03
   759   0.360674E+04   0.257644E+02   0.201037E-02  -0.218647E+03
   760   0.361356E+04   0.254732E+02   0.200272E-02  -0.217386E+03
   761   0.362010E+04   0.251818E+02   0.199496E-02  -0.216082E+03
   762   0.362635E+04   0.248903E+02   0.198710E-02  -0.214737E+03
   763   0.363231E+04   0.245988E+02   0.197915E-02  -0.213352E+03
   764   0.363797E+04   0.243076E+02   0.197112E-02  -0.211924E+03
   765   0.364333E+04   0.240167E+02   0.196300E-02  -0.210458E+03
   766   0.364839E+04   0.237262E+02   0.195480E-02  -0.208951E+03
   767   0.365314E+04   0.234362E+02   0.194654E-02  -0.207404E+03
   768   0.365758E+04   0.231469E+02   0.193821E-02  -0.205817E+03
   769   0.366171E+04   0.228585E+02   0.192982E-02  -0.204193E+03
   770   0.366554E+04   0.225711E+02   0.192138E-02  -0.202532E+03
   771   0.366905E+04   0.222847E+02   0.191290E-02  -0.200834E+03
   772   0.367223E+04   0.219998E+02   0.190438E-02  -0.199099E+03
   773   0.367511E+04   0.217162E+02   0.189582E-02  -0.197329E+03
   774   0.367766E+04   0.214342E+02   0.188723E-02  -0.195525E+03
   775   0.367989E+04   0.211539E+02   0.187862E-02  -0.193686E+03
   776   0.368181E+04   0.208754E+02   0.187000E-02  -0.191815E+03
   777   0.368341E+04   0.205989E+02   0.186136E-02  -0.189912E+03
   778   0.368469E+04   0.203244E+02   0.185273E-02  -0.187978E+03
   779   0.368567E+04   0.200521E+02   0.184409E-02  -0.186012E+03
   780   0.368632E+04   0.197822E+02   0.183546E-02  -0.184018E+03
   781   0.368667E+04   0.195147E+02   0.182684E-02  -0.181994E+03
   782   0.368669E+04   0.192497E+02   0.181825E-02  -0.179943E+03
   783   0.368641E+04   0.189873E+02   0.180968E-02  -0.177863E+03
   784   0.368580E+04   0.187277E+02   0.180114E-02  -0.175757E+03
   785   0.368487E+04   0.184709E+02   0.179263E-02  -0.173623E+03
   786   0.368361E+04   0.182171E+02   0.178418E-02  -0.171463E+03
   787   0.368202E+04   0.179664E+02   0.177577E-02  -0.169278E+03
   788   0.368010E+04   0.177188E+02   0.176741E-02  -0.167067E+03
   789   0.367784E+04   0.174746E+02   0.175912E-02  -0.164833E+03
   790   0.367526E+04   0.172337E+02   0.175089E-02  -0.162574E+03
   791   0.367233E+04   0.169966E+02   0.174274E-02  -0.160296E+03
   792   0.366908E+04   0.167632E+02   0.173467E-02  -0.157996E+03
   793   0.366550E+04   0.165337E+02   0.172668E-02  -0.155677E+03
   794   0.366159E+04   0.163083E+02   0.171878E-02  -0.153340E+03
   795   0.365734E+04   0.160871E+02   0.171098E-02  -0.150987E+03
   796   0.365276E+04   0.158701E+02   0.170328E-02  -0.148618E+03
   797   0.364786E+04   0.156575E+02   0.169569E-02  -0.146234E+03
   798   0.364264E+04   0.154492E+02   0.168822E-02  -0.143835E+03
   799   0.363709E+04   0.152453E+02   0.168086E-02  -0.141423E+03
   800   0.363122E+04   0.150461E+02   0.167364E-02  -0.138997E+03
   801   0.362502E+04   0.148513E+02   0.166654E-02  -0.136560E+03
   802   0.361852E+04   0.146611E+02   0.165958E-02  -0.134111E+03
   803   0.361169E+04   0.144757E+02   0.165274E-02  -0.131652E+03
   804   0.360456E+04   0.142950E+02   0.164603E-02  -0.129183E+03
   805   0.359710E+04   0.141194E+02   0.163945E-02  -0.126704E+03
   806   0.358932E+04   0.139489E+02   0.163299E-02  -0.124218E+03
   807   0.358122E+04   0.137835E+02   0.162666E-02  -0.121723E+03
   808   0.357280E+04   0.136235E+02   0.162045E-02  -0.119222E+03
   809   0.356406E+04   0.134690E+02   0.161435E-02  -0.116715E+03
   810   0.355501E+04   0.133199E+02   0.160838E-02  -0.114202E+03
   811   0.354564E+04   0.131764E+02   0.160252E-02  -0.111686E+03
   812   0.353599E+04   0.130384E+02   0.159678E-02  -0.109167E+03
   813   0.352603E+04   0.129060E+02   0.159115E-02  -0.106646E+03
   814   0.351579E+04   0.127793E+02   0.158563E-02  -0.104124E+03
   815   0.350528E+04   0.126582E+02   0.158022E-02  -0.101603E+03
   816   0.349450E+04   0.125430E+02   0.157493E-02  -0.990828E+02
   817   0.348345E+04   0.124335E+02   0.156973E-02  -0.965647E+02
   818   0.347212E+04   0.123299E+02   0.156465E-02  -0.940489E+02
   819   0.346053E+04   0.122322E+02   0.155967E-02  -0.915361E+02
   820   0.344866E+04   0.121405E+02   0.155479E-02  -0.890268E+02
   821   0.343651E+04   0.120549E+02   0.155001E-02  -0.865215E+02
   822   0.342409E+04   0.119755E+02   0.154532E-02  -0.840206E+02
   823   0.341138E+04   0.119022E+02   0.154074E-02  -0.815249E+02
   824   0.339841E+04   0.118351E+02   0.153625E-02  -0.790354E+02
   825   0.338519E+04   0.117743E+02   0.153186E-02  -0.765536E+02
   826   0.337171E+04   0.117199E+02   0.152756E-02  -0.740808E+02
   827   0.335800E+04   0.116716E+02   0.152335E-02  -0.716182E+02
   828   0.334404E+04   0.116297E+02   0.151923E-02  -0.691670E+02
   829   0.332987E+04   0.115941E+02   0.151520E-02  -0.667287E+02
   830   0.331549E+04   0.115649E+02   0.151125E-02  -0.643045E+02
   831   0.330090E+04   0.115420E+02   0.150739E-02  -0.618948E+02
   832   0.328610E+04   0.115255E+02   0.150361E-02  -0.595003E+02
   833   0.327108E+04   0.115155E+02   0.149992E-02  -0.571214E+02
   834   0.325585E+04   0.115119E+02   0.149630E-02  -0.547585E+02
   835   0.324041E+04   0.115148E+02   0.149276E-02  -0.524123E+02
   836   0.322476E+04   0.115242E+02   0.148930E-02  -0.500831E+02
   837   0.320889E+04   0.115402E+02   0.148591E-02  -0.477717E+02
   838   0.319283E+04   0.115627E+02   0.148260E-02  -0.454789E+02
   839   0.317656E+04   0.115917E+02   0.147936E-02  -0.432060E+02
   840   0.316012E+04   0.116272E+02   0.147618E-02  -0.409540E+02
   841   0.314350E+04   0.116690E+02   0.147308E-02  -0.387242E+02
   842   0.312672E+04   0.117172E+02   0.147005E-02  -0.365176E+02
   843   0.310978E+04   0.117718E+02   0.146708E-02  -0.343354E+02
   844   0.309270E+04   0.118326E+02   0.146417E-02  -0.321787E+02
   845   0.307547E+04   0.118997E+02   0.146133E-02  -0.300481E+02
   846   0.305811E+04   0.119732E+02   0.145854E-02  -0.279445E+02
   847   0.304060E+04   0.120530E+02   0.145582E-02  -0.258686E+02
   848   0.302296E+04   0.121392E+02   0.145315E-02  -0.238210E+02
   849   0.300518E+04   0.122317E+02   0.145054E-02  -0.218024E+02
   850   0.298726E+04   0.123307E+02   0.144798E-02  -0.198137E+02
   851   0.296922E+04   0.124361E+02   0.144548E-02  -0.178553E+02
   852   0.295105E+04   0.125477E+02   0.144302E-02  -0.159278E+02
   853   0.293277E+04   0.126656E+02   0.144062E-02  -0.140314E+02
   854   0.291437E+04   0.127896E+02   0.143826E-02  -0.121666E+02
   855   0.289588E+04   0.129196E+02   0.143594E-02  -0.103337E+02
   856   0.287729E+04   0.130556E+02   0.143366E-02  -0.853307E+01
   857   0.285862E+04   0.131973E+02   0.143141E-02  -0.676500E+01
   858   0.283987E+04   0.133448E+02   0.142921E-02  -0.502997E+01
   859   0.282105E+04   0.134980E+02   0.142703E-02  -0.332863E+01
   860   0.280216E+04   0.136568E+02   0.142488E-02  -0.166166E+01
   861   0.278320E+04   0.138213E+02   0.142276E-02  -0.297880E-01
   862   0.276418E+04   0.139914E+02   0.142067E-02   0.156625E+01
   863   0.274510E+04   0.141673E+02   0.141859E-02   0.312578E+01
   864   0.272597E+04   0.143487E+02   0.141653E-02   0.464801E+01
   865   0.270679E+04   0.145356E+02   0.141449E-02   0.613240E+01
   866   0.268757E+04   0.147281E+02   0.141247E-02   0.757875E+01
   867   0.266830E+04   0.149260E+02   0.141045E-02   0.898721E+01
   868   0.264898E+04   0.151292E+02   0.140845E-02   0.103576E+02
   869   0.262964E+04   0.153376E+02   0.140645E-02   0.116900E+02
   870   0.261027E+04   0.155512E+02   0.140445E-02   0.129843E+02
   871   0.259086E+04   0.157698E+02   0.140245E-02   0.142405E+02
   872   0.257144E+04   0.159933E+02   0.140046E-02   0.154587E+02
   873   0.255200E+04   0.162215E+02   0.139845E-02   0.166384E+02
   874   0.253255E+04   0.164545E+02   0.139644E-02   0.177792E+02
   875   0.251311E+04   0.166921E+02   0.139442E-02   0.188807E+02
   876   0.249366E+04   0.169342E+02   0.139239E-02   0.199426E+02
   877   0.247423E+04   0.171806E+02   0.139034E-02   0.209642E+02
   878   0.245483E+04   0.174313E+02   0.138828E-02   0.219454E+02
   879   0.243545E+04   0.176860E+02   0.138620E-02   0.228857E+02
   880   0.241611E+04   0.179449E+02   0.138409E-02   0.237847E+02
   881   0.239680E+04   0.182076E+02   0.138196E-02   0.246421E+02
   882   0.237755E+04   0.184743E+02   0.137980E-02   0.254576E+02
   883   0.235833E+04   0.187447E+02   0.137760E-02   0.262308E+02
   884   0.233916E+04   0.190189E+02   0.137538E-02   0.269614E+02
   885   0.232005E+04   0.192968E+02   0.137312E-02   0.276490E+02
   886   0.230100E+04   0.195781E+02   0.137082E-02   0.282934E+02
   887   0.228201E+04   0.198630E+02   0.136848E-02   0.288946E+02
   888   0.226309E+04   0.201512E+02   0.136610E-02   0.294527E+02
   889   0.224424E+04   0.204425E+02   0.136367E-02   0.299678E+02
   890   0.222548E+04   0.207369E+02   0.136120E-02   0.304400E+02
   891   0.220680E+04   0.210344E+02   0.135867E-02   0.308694E+02
   892   0.218822E+04   0.213346E+02   0.135609E-02   0.312561E+02
   893   0.216973E+04   0.216376E+02   0.135345E-02   0.316002E+02
   894   0.215135E+04   0.219431E+02   0.135075E-02   0.319017E+02
   895   0.213308E+04   0.222511E+02   0.134799E-02   0.321605E+02
   896   0.211493E+04   0.225613E+02   0.134517E-02   0.323769E+02
   897   0.209689E+04   0.228736E+02   0.134228E-02   0.325507E+02
   898   0.207899E+04   0.231880E+02   0.133932E-02   0.326819E+02
   899   0.206123E+04   0.235042E+02   0.133628E-02   0.327707E+02
   900   0.204360E+04   0.238222E+02   0.133318E-02   0.328168E+02
   901   0.202612E+04   0.241416E+02   0.132999E-02   0.328206E+02
   902   0.200879E+04   0.244626E+02   0.132674E-02   0.327820E+02
   903   0.199162E+04   0.247849E+02   0.132341E-02   0.327013E+02
   904   0.197460E+04   0.251083E+02   0.132000E-02   0.325786E+02
   905   0.195775E+04   0.254329E+02   0.131654E-02   0.324140E+02
   906   0.194105E+04   0.257584E+02   0.131300E-02   0.322077E+02
   907   0.192453E+04   0.260847E+02   0.130940E-02   0.319599E+02
   908   0.190818E+04   0.264117E+02   0.130574E-02   0.316710E+02
   909   0.189199E+04   0.267394E+02   0.130203E-02   0.313411E+02
   910   0.187598E+04   0.270675E+02   0.129825E-02   0.309707E+02
   911   0.186014E+04   0.273959E+02   0.129442E-02   0.305601E+02
   912   0.184449E+04   0.277245E+02   0.129054E-02   0.301096E+02
   913   0.182902E+04   0.280533E+02   0.128662E-02   0.296196E+02
   914   0.181373E+04   0.283820E+02   0.128264E-02   0.290903E+02
   915   0.179862E+04   0.287105E+02   0.127862E-02   0.285222E+02
   916   0.178371E+04   0.290389E+02   0.127456E-02   0.279157E+02
   917   0.176898E+04   0.293667E+02   0.127045E-02   0.272711E+02
   918   0.175444E+04   0.296940E+02   0.126631E-02   0.265888E+02
   919   0.174010E+04   0.300205E+02   0.126214E-02   0.258693E+02
   920   0.172595E+04   0.303463E+02   0.125793E-02   0.251129E+02
   921   0.171200E+04   0.306710E+02   0.125369E-02   0.243200E+02
   922   0.169825E+04   0.309946E+02   0.124942E-02   0.234913E+02
   923   0.168471E+04   0.313170E+02   0.124512E-02   0.226273E+02
   924   0.167136E+04   0.316380E+02   0.124081E-02   0.217286E+02
   925   0.165823E+04   0.319575E+02   0.123647E-02   0.207958E+02
   926   0.164530E+04   0.322755E+02   0.123211E-02   0.198296E+02
   927   0.163259E+04   0.325916E+02   0.122773E-02   0.188305E+02
   928   0.162010E+04   0.329060E+02   0.122334E-02   0.177991E+02
   929   0.160782E+04   0.332184E+02   0.121894E-02   0.167360E+02
   930   0.159577E+04   0.335286E+02   0.121453E-02   0.156417E+02
   931   0.158393E+04   0.338365E+02   0.121011E-02   0.145168E+02
   932   0.157232E+04   0.341421E+02   0.120568E-02   0.133617E+02
   933   0.156094E+04   0.344453E+02   0.120126E-02   0.121771E+02
   934   0.154978E+04   0.347457E+02   0.119683E-02   0.109635E+02
   935   0.153885E+04   0.350433E+02   0.119240E-02   0.972138E+01
   936   0.152815E+04   0.353380E+02   0.118798E-02   0.845142E+01
   937   0.151768E+04   0.356297E+02   0.118357E-02   0.715430E+01
   938   0.150744E+04   0.359183E+02   0.117916E-02   0.583060E+01
   939   0.149744E+04   0.362036E+02   0.117476E-02   0.448103E+01
   940   0.148767E+04   0.364854E+02   0.117038E-02   0.310623E+01
   941   0.147815E+04   0.367638E+02   0.116602E-02   0.170678E+01
   942   0.146886E+04   0.370385E+02   0.116167E-02   0.283376E+00
   943   0.145981E+04   0.373095E+02   0.115734E-02  -0.116325E+01
   944   0.145101E+04   0.375767E+02   0.115304E-02  -0.263231E+01
   945   0.144245E+04   0.378399E+02   0.114876E-02  -0.412317E+01
   946   0.143413E+04   0.380991E+02   0.114451E-02  -0.563503E+01
   947   0.142606E+04   0.383540E+02   0.114028E-02  -0.716710E+01
   948   0.141824E+04   0.386049E+02   0.113609E-02  -0.871867E+01
   949   0.141066E+04   0.388513E+02   0.113194E-02  -0.102891E+02
   950   0.140334E+04   0.390934E+02   0.112782E-02  -0.118774E+02
   951   0.139627E+04   0.393308E+02   0.112374E-02  -0.134831E+02
   952   0.138944E+04   0.395636E+02   0.111970E-02  -0.151054E+02
   953   0.138287E+04   0.397916E+02   0.111569E-02  -0.167439E+02
   954   0.137653E+04   0.400148E+02   0.111173E-02  -0.183977E+02
   955   0.137045E+04   0.402331E+02   0.110781E-02  -0.200663E+02
   956   0.136461E+04   0.404462E+02   0.110392E-02  -0.217490E+02
   957   0.135902E+04   0.406543E+02   0.110008E-02  -0.234452E+02
   958   0.135367E+04   0.408572E+02   0.109627E-02  -0.251540E+02
   959   0.134856E+04   0.410548E+02   0.109251E-02  -0.268746E+02
   960   0.134370E+04   0.412473E+02   0.108878E-02  -0.286063E+02
   961   0.133908E+04   0.414343E+02   0.108509E-02  -0.303483E+02
   962   0.133469E+04   0.416159E+02   0.108144E-02  -0.320997E+02
   963   0.133055E+04   0.417921E+02   0.107784E-02  -0.338598E+02
   964   0.132664E+04   0.419628E+02   0.107427E-02  -0.356280E+02
   965   0.132297E+04   0.421279E+02   0.107074E-02  -0.374035E+02
   966   0.131953E+04   0.422874E+02   0.106725E-02  -0.391856E+02
   967   0.131632E+04   0.424411E+02   0.106380E-02  -0.409735E+02
   968   0.131334E+04   0.425890E+02   0.106039E-02  -0.427667E+02
   969   0.131059E+04   0.427310E+02   0.105702E-02  -0.445644E+02
   970   0.130807E+04   0.428670E+02   0.105369E-02  -0.463658E+02
   971   0.130577E+04   0.429972E+02   0.105040E-02  -0.481704E+02
   972   0.130369E+04   0.431213E+02   0.104715E-02  -0.499771E+02
   973   0.130183E+04   0.432392E+02   0.104394E-02  -0.517853E+02
   974   0.130019E+04   0.433512E+02   0.104077E-02  -0.535944E+02
   975   0.129876E+04   0.434569E+02   0.103764E-02  -0.554033E+02
   976   0.129755E+04   0.435565E+02   0.103454E-02  -0.572115E+02
   977   0.129655E+04   0.436498E+02   0.103149E-02  -0.590180E+02
   978   0.129576E+04   0.437369E+02   0.102848E-02  -0.608223E+02
   979   0.129517E+04   0.438178E+02   0.102551E-02  -0.626235E+02
   980   0.129479E+04   0.438923E+02   0.102258E-02  -0.644209E+02
   981   0.129461E+04   0.439606E+02   0.101969E-02  -0.662138E+02
   982   0.129463E+04   0.440226E+02   0.101684E-02  -0.680014E+02
   983   0.129484E+04   0.440783E+02   0.101403E-02  -0.697831E+02
   984   0.129525E+04   0.441276E+02   0.101127E-02  -0.715580E+02
   985   0.129584E+04   0.441705E+02   0.100854E-02  -0.733256E+02
   986   0.129662E+04   0.442070E+02   0.100585E-02  -0.750851E+02
   987   0.129760E+04   0.442372E+02   0.100320E-02  -0.768358E+02
   988   0.129875E+04   0.442608E+02   0.100059E-02  -0.785771E+02
   989   0.130008E+04   0.442780E+02   0.998029E-03  -0.803084E+02
   990   0.130158E+04   0.442886E+02   0.995503E-03  -0.820288E+02
   991   0.130326E+04   0.442927E+02   0.993018E-03  -0.837379E+02
   992   0.130511E+04   0.442903E+02   0.990573E-03  -0.854347E+02
   993   0.130713E+04   0.442813E+02   0.988170E-03  -0.871185E+02
   994   0.130931E+04   0.442659E+02   0.985807E-03  -0.887884E+02
   995   0.131165E+04   0.442440E+02   0.983484E-03  -0.904438E+02
   996   0.131415E+04   0.442156E+02   0.981203E-03  -0.920838E+02
   997   0.131680E+04   0.441807E+02   0.978963E-03  -0.937077E+02
   998   0.131961E+04   0.441393E+02   0.976763E-03  -0.953146E+02
   999   0.132256E+04   0.440916E+02   0.974605E-03  -0.969036E+02
  1000   0.132566E+04   0.440373E+02   0.972487E-03  -0.984740E+02
  1001   0.132889E+04   0.439767E+02   0.970410E-03  -0.100025E+03
  1002   0.133227E+04   0.439095E+02   0.968373E-03  -0.101556E+03
  1003   0.133577E+04   0.438359E+02   0.966374E-03  -0.103066E+03
  1004   0.133940E+04   0.437559E+02   0.964412E-03  -0.104554E+03
  1005   0.134315E+04   0.436694E+02   0.962485E-03  -0.106021E+03
  1006   0.134703E+04   0.435765E+02   0.960592E-03  -0.107465E+03
  1007   0.135102E+04   0.434775E+02   0.958731E-03  -0.108887E+03
  1008   0.135514E+04   0.433725E+02   0.956901E-03  -0.110286E+03
  1009   0.135936E+04   0.432617E+02   0.955101E-03  -0.111662E+03
  1010   0.136369E+04   0.431451E+02   0.953329E-03  -0.113014E+03
  1011   0.136813E+04   0.430230E+02   0.951583E-03  -0.114343E+03
  1012   0.137266E+04   0.428954E+02   0.949863E-03  -0.115649E+03
  1013   0.137729E+04   0.427623E+02   0.948167E-03  -0.116931E+03
  1014   0.138203E+04   0.426237E+02   0.946492E-03  -0.118188E+03
  1015   0.138684E+04   0.424795E+02   0.944839E-03  -0.119420E+03
  1016   0.139176E+04   0.423297E+02   0.943205E-03  -0.120627E+03
  1017   0.139677E+04   0.421741E+02   0.941589E-03  -0.121808E+03
  1018   0.140186E+04   0.420127E+02   0.939990E-03  -0.122964E+03
  1019   0.140703E+04   0.418456E+02   0.938406E-03  -0.124093E+03
  1020   0.141228E+04   0.416727E+02   0.936836E-03  -0.125196E+03
  1021   0.141760E+04   0.414943E+02   0.935277E-03  -0.126270E+03
  1022   0.142300E+04   0.413106E+02   0.933730E-03  -0.127317E+03
  1023   0.142845E+04   0.411216E+02   0.932192E-03  -0.128335E+03
  1024   0.143396E+04   0.409276E+02   0.930662E-03  -0.129323E+03
  1025   0.143952E+04   0.407288E+02   0.929139E-03  -0.130282E+03
  1026   0.144514E+04   0.405252E+02   0.927620E-03  -0.131209E+03
  1027   0.145079E+04   0.403169E+02   0.926105E-03  -0.132107E+03
  1028   0.145648E+04   0.401040E+02   0.924593E-03  -0.132974E+03
  1029   0.146222E+04   0.398866E+02   0.923081E-03  -0.133811E+03
  1030   0.146799E+04   0.396647E+02   0.921568E-03  -0.134617E+03
  1031   0.147379E+04   0.394383E+02   0.920053E-03  -0.135394E+03
  1032   0.147962E+04   0.392076E+02   0.918535E-03  -0.136141E+03
  1033   0.148549E+04   0.389726E+02   0.917012E-03  -0.136858E+03
  1034   0.149137E+04   0.387333E+02   0.915482E-03  -0.137545E+03
  1035   0.149728E+04   0.384900E+02   0.913944E-03  -0.138202E+03
  1036   0.150319E+04   0.382428E+02   0.912397E-03  -0.138827E+03
  1037   0.150911E+04   0.379918E+02   0.910840E-03  -0.139420E+03
  1038   0.151503E+04   0.377371E+02   0.909270E-03  -0.139981E+03
  1039   0.152096E+04   0.374789E+02   0.907686E-03  -0.140509E+03
  1040   0.152686E+04   0.372173E+02   0.906087E-03  -0.141004E+03
  1041   0.153276E+04   0.369523E+02   0.904472E-03  -0.141465E+03
  1042   0.153864E+04   0.366840E+02   0.902839E-03  -0.141893E+03
  1043   0.154450E+04   0.364123E+02   0.901186E-03  -0.142287E+03
  1044   0.155034E+04   0.361374E+02   0.899513E-03  -0.142649E+03
  1045   0.155615E+04   0.358592E+02   0.897817E-03  -0.142976E+03
  1046   0.156192E+04   0.355778E+02   0.896098E-03  -0.143271E+03
  1047   0.156767E+04   0.352931E+02   0.894353E-03  -0.143533E+03
  1048   0.157337E+04   0.350054E+02   0.892582E-03  -0.143761E+03
  1049   0.157904E+04   0.347150E+02   0.890783E-03  -0.143956E+03
  1050   0.158465E+04   0.344219E+02   0.888954E-03  -0.144117E+03
  1051   0.159021E+04   0.341265E+02   0.887095E-03  -0.144246E+03
  1052   0.159571E+04   0.338287E+02   0.885206E-03  -0.144342E+03
  1053   0.160116E+04   0.335290E+02   0.883287E-03  -0.144404E+03
  1054   0.160655E+04   0.332275E+02   0.881340E-03  -0.144432E+03
  1055   0.161187E+04   0.329243E+02   0.879364E-03  -0.144429E+03
  1056   0.161713E+04   0.326195E+02   0.877362E-03  -0.144393E+03
  1057   0.162232E+04   0.323131E+02   0.875334E-03  -0.144323E+03
  1058   0.162744E+04   0.320054E+02   0.873280E-03  -0.144222E+03
  1059   0.163248E+04   0.316963E+02   0.871201E-03  -0.144088E+03
  1060   0.163746E+04   0.313860E+02   0.869098E-03  -0.143921E+03
  1061   0.164235E+04   0.310746E+02   0.866972E-03  -0.143724E+03
  1062   0.164718E+04   0.307622E+02   0.864824E-03  -0.143493E+03
